page_number,status,source_tokens,stored_tokens,tokens_match,chunk_id,has_embedding,embedding_dim,retrievable,first_source_token,first_stored_token,last_source_token,last_stored_token
74,PASS,11,11,true,18a65857-fc98-4ecd-8b89-b65694c6e4f2,true,768,true,"—","—","osprey","osprey"
75,PASS,429,429,true,c6ea911d-1e42-4392-8819-c758e404551d,true,768,true,"canto","canto",".","."
76,PASS,501,501,true,0efebf81-2469-43fa-a09b-d7647e95c0cf,true,768,true,"the","the","'","'"
77,PASS,405,405,true,b7e27265-e672-4a64-89a0-6220f333fc73,true,768,true,"canto","canto",".","."
78,PASS,261,261,true,b4f68eb9-e91b-4f85-bf4a-a82524edfb71,true,768,true,"a","a","'","'"
79,PASS,395,395,true,6e20769f-074f-4da6-a36c-1024f5cded58,true,768,true,"canto","canto",",",","
80,PASS,255,255,true,37c11904-e537-4a94-91c7-eed64b852252,true,768,true,""",""","'","'"
81,PASS,263,263,true,0ebeb389-47a8-485e-906f-c851f27c064c,true,768,true,"canto","canto",""","""
82,PASS,397,397,true,dccaa1d2-ae6d-437e-afb8-107b4d3725be,true,768,true,"canto","canto","is","is"
83,PASS,69,69,true,26ee25bf-0463-483e-9d29-b38b512ec922,true,768,true,"not","not","'","'"
84,PASS,154,154,true,7e0f09fe-4ad5-4e72-b452-060f1ba4024a,true,768,true,"canto","canto","'","'"
85,PASS,407,407,true,2b77ebd1-3265-4718-9f59-11f8f42d2a3a,true,768,true,"canto","canto","that","that"
86,PASS,392,392,true,6636d368-50d6-4081-8f1f-95e59cf5f50a,true,768,true,"lives","lives","'","'"
87,PASS,199,199,true,579b4da3-ce41-48be-a100-2b5f5319715e,true,768,true,"canto","canto","'","'"
88,PASS,339,339,true,0dabf637-e4dd-4a8f-bf79-4205dc97fed7,true,768,true,"canto","canto","'","'"
89,PASS,393,393,true,0ba692f8-5209-4ec3-9fc4-4359bfbfc086,true,768,true,"canto","canto","the","the"
90,PASS,188,188,true,da393087-3a8d-4805-ab3e-e6a76cd72e28,true,768,true,"lower","lower","'","'"
91,PASS,342,342,true,c987083a-9473-47ad-a906-d2d41301b56c,true,768,true,"canto","canto","'","'"
92,PASS,410,410,true,6fa4b18e-ecb7-4c16-b44c-fc8bcba2901a,true,768,true,"canto","canto",".","."
93,PASS,464,464,true,705a5ebf-11dd-4b5f-96c5-471ae39a7bdf,true,768,true,"then","then",""","""
94,PASS,206,206,true,f005e430-084d-434e-8a0c-c48cf74056a1,true,768,true,"airavata","airavata","'","'"
95,PASS,393,393,true,194fd9aa-c5f9-42dc-ad52-e091fabf5d51,true,768,true,"canto","canto",".","."
96,PASS,512,512,true,7211b9a3-24a7-4d61-8919-fbe88f5bb33e,true,768,true,"and","and","the","the"
97,PASS,48,48,true,00522140-ca64-46f3-8a4e-f87792d1a40d,true,768,true,"devas","devas","'","'"
98,PASS,380,380,true,242c4b64-8da6-425a-8a48-8395ae7e141c,true,768,true,"canto","canto","away","away"
99,PASS,94,94,true,5104e2fa-7ebf-4ea0-ab57-c2852c7f57e6,true,768,true,"to","to","'","'"
100,PASS,356,356,true,7fa1c44a-d3e5-4858-8092-a5c00162055f,true,768,true,"canto","canto","vishnu","vishnu"
101,PASS,176,176,true,6737e823-4dce-4b9d-b2a0-6104c6509891,true,768,true,"padmanabha","padmanabha","'","'"
102,PASS,147,147,true,eb71c913-24d3-4a20-bb6d-3f28011b8820,true,768,true,"canto","canto","'","'"
103,PASS,394,394,true,a6d99b49-73a5-4b92-abe6-128e0ec47558,true,768,true,"canto","canto",""","""
104,PASS,517,517,true,d1ada3fb-f44c-429b-a726-64bd254bf52d,true,768,true,"agni","agni",".","."
105,PASS,124,124,true,a8635b60-5a34-453a-a3e1-0ed745b85b51,true,768,true,"your","your","'","'"
106,PASS,391,391,true,685f24ef-7c82-4fb5-a614-58c52eba37af,true,768,true,"canto","canto",""","""
107,PASS,150,150,true,ca8e59a9-5934-4dd2-bcf5-c91e139f41ef,true,768,true,"the","the","'","'"
108,PASS,443,443,true,498d76ae-289a-44ef-b3b4-7b1657dc7798,true,768,true,"canto","canto",",",","
109,PASS,99,99,true,f5b581c1-f7bb-43af-9dfa-2bca825c5e89,true,768,true,"teeming","teeming","'","'"
110,PASS,208,208,true,55fc4280-68b7-4858-84f8-171d3978c6cb,true,768,true,"canto","canto","'","'"
111,PASS,390,390,true,bb056a08-c95f-4889-a080-4316023756bc,true,768,true,"canto","canto",""","""
112,PASS,52,52,true,1371105e-10ba-4c37-bf8c-a78855e697dd,true,768,true,"hearing","hearing","'","'"
113,PASS,405,405,true,30868609-19a1-4622-96f8-2bcf4c5fdd3c,true,768,true,"canto","canto",".","."
114,PASS,194,194,true,439bb464-ca19-4dbc-9120-e74bf8df3402,true,768,true,"i","i","'","'"
115,PASS,410,410,true,0bdec92c-7e49-4fc9-b1ea-d30bf74b1882,true,768,true,"canto","canto",".","."
116,PASS,490,490,true,713634ce-86b2-4566-a467-e23d4aa2143a,true,768,true,"once","once","brimful","brimful"
117,PASS,292,292,true,a5869566-6007-453d-a24e-8901c0d74072,true,768,true,"of","of","'","'"
118,PASS,383,383,true,dc10c0ad-a510-4437-87c8-50ed50ed7a52,true,768,true,"canto","canto",""","""
119,PASS,484,484,true,a72460b6-bbd9-44f8-9150-d322a17e563c,true,768,true,"then","then",",",","
120,PASS,470,470,true,bb115459-2488-4f27-a858-afb1bcf567e7,true,768,true,"nothing","nothing","'","'"
121,PASS,403,403,true,e069b397-2f29-4f83-adf9-27a81a541530,true,768,true,"canto","canto","deva","deva"
122,PASS,495,495,true,af3da4f6-3a3e-4e1a-8097-2fae84667f33,true,768,true,"king","king",".","."
123,PASS,71,71,true,18e0c83e-802e-4026-b9e6-e460ef6df3e1,true,768,true,"her","her","'","'"
124,PASS,372,372,true,a19a28c0-1a2f-4e0d-8111-c81eaff37ca2,true,768,true,"canto","canto",",",","
125,PASS,218,218,true,b565dadb-4b1f-4daa-a512-7282cf2a9052,true,768,true,"and","and","'","'"
126,PASS,418,418,true,8606f4f7-33b0-40c6-b030-b022c8c2c7f5,true,768,true,"canto","canto","you","you"
127,PASS,227,227,true,204c3b4e-6238-4ce5-b322-53a11bad42f6,true,768,true,"shall","shall",""","""
128,PASS,403,403,true,e1b0a3db-f257-4f4b-be73-35855a7a8d72,true,768,true,"canto","canto",".","."
129,PASS,351,351,true,7de254f5-50e4-48d0-ad4d-8b1c98319d5d,true,768,true,"the","the","'","'"
130,PASS,335,335,true,1d83d5e4-0959-475c-aa39-fac26f4ba6ba,true,768,true,"canto","canto","'","'"
131,PASS,420,420,true,0a3f4297-b3fc-412f-bdaf-b8cbd4cac59e,true,768,true,"canto","canto","you","you"
132,PASS,341,341,true,5a006483-8681-4d59-959e-99f91d89a4ee,true,768,true,"anything","anything","'","'"
133,PASS,401,401,true,012e5f1d-2712-482a-abd1-c92a80e6138e,true,768,true,"canto","canto","must","must"
134,PASS,366,366,true,844d34af-b78c-4436-a160-b4e379da94ba,true,768,true,"depend","depend","'","'"
135,PASS,395,395,true,f55de1d9-80db-4529-be9e-9ef826082f8d,true,768,true,"canto","canto","a","a"
136,PASS,113,113,true,3e6797e6-3a52-4ca4-8b15-60c5b8b34865,true,768,true,"sister","sister","'","'"
137,PASS,302,302,true,d8d1f57c-c0ed-44af-b48f-3ea924bad48b,true,768,true,"canto","canto",""","""
138,PASS,385,385,true,eb0ad81c-9585-4bf7-8c8c-99de9a64c15b,true,768,true,"canto","canto","of","of"
139,PASS,415,415,true,d7e94234-6165-4495-ac72-1fcbbf5b17e3,true,768,true,"abhimanyu","abhimanyu","'","'"
140,PASS,426,426,true,35252f17-8859-4a06-b042-8162798100be,true,768,true,"canto","canto","break","break"
141,PASS,265,265,true,77088d57-25c7-483e-899e-5c8ade9b3f52,true,768,true,"dharma","dharma","'","'"
142,PASS,393,393,true,c4a59e53-8269-466c-b0f4-38865b7e37b5,true,768,true,"canto","canto",".","."
143,PASS,491,491,true,1a9cb167-7701-4f12-856e-77973f258d45,true,768,true,"soon","soon","knowing","knowing"
144,PASS,199,199,true,b5f94553-983d-4fa7-bb60-6a83033474d5,true,768,true,"brahmana","brahmana","'","'"
145,PASS,384,384,true,d5baab71-9418-43d6-9f4c-50ab404fdb44,true,768,true,"canto","canto",""","""
146,PASS,437,437,true,d7891607-77d4-4954-9764-0bcff880ad21,true,768,true,"kashyapa","kashyapa","'","'"
147,PASS,397,397,true,b942adb7-8e5a-40cf-8f41-ba78916c818a,true,768,true,"canto","canto","'","'"
148,PASS,391,391,true,04f075e3-25f7-48c3-91a6-637efb2a279d,true,768,true,"canto","canto",".","."
149,PASS,467,467,true,4c6fe28c-ee00-4215-8422-7f885dd4d117,true,768,true,"brahmana","brahmana","'","'"
150,PASS,450,450,true,ac54f181-6938-42db-876a-929d58ec5b03,true,768,true,"canto","canto","give","give"
151,PASS,147,147,true,ce4225c8-9185-4ee2-9cbd-fe64517d63f0,true,768,true,"her","her","'","'"
152,PASS,421,421,true,64fda2d8-9ca7-4304-817c-a823d4f8536e,true,768,true,"canto","canto",".","."
153,PASS,572,572,true,1cdfa448-7888-41a3-9e5c-336a1bdd3b11,true,768,true,"brahmana","brahmana","veda","veda"
154,PASS,22,22,true,4bd35c9c-7027-4bea-a1c7-bd3d3b0388e7,true,768,true,"and","and","'","'"
155,PASS,381,381,true,e13d0c9e-58b9-4b6d-b8a4-4a3304b7f72a,true,768,true,"canto","canto",".","."
156,PASS,146,146,true,d9006962-58f9-4cf0-be31-08404a02b289,true,768,true,"he","he","'","'"
157,PASS,371,371,true,60270740-f81e-484e-95c7-be5e2552fd57,true,768,true,"canto","canto",".","."
158,PASS,449,449,true,6a1b9500-ace3-4fcd-9418-e059a9ab174c,true,768,true,"he","he","'","'"
159,PASS,414,414,true,0fb55e62-1851-4150-9829-e1de300719e2,true,768,true,"canto","canto",".","."
160,PASS,486,486,true,b6da44d1-e1e9-4583-9aed-6b98ae205a54,true,768,true,"arriving","arriving",""","""
161,PASS,474,474,true,d450854c-5a72-4d94-a1d6-78657aefc823,true,768,true,"king","king","'","'"
162,PASS,379,379,true,d6c7ff93-2ad1-423f-b4f0-3d6a40aab5a1,true,768,true,"canto","canto","were","were"
163,PASS,42,42,true,45015fdd-9f35-4eb4-b5bf-9762cf063688,true,768,true,"taken","taken","'","'"
164,PASS,304,304,true,ee548650-2480-436a-bb68-b933c63df2f8,true,768,true,"canto","canto","'","'"
165,PASS,359,359,true,0d4b5cdc-513e-4f2d-a403-58db35316dd8,true,768,true,"canto","canto",".","."
166,PASS,267,267,true,c95d9e42-c2bf-44ef-b3f9-3a9b76a2ea77,true,768,true,"indra","indra","'","'"
167,PASS,410,410,true,257a6872-bc7e-461a-9eec-063803bff05a,true,768,true,"canto","canto",""","""
168,PASS,300,300,true,820945ab-6363-41e8-9122-c5be49228bfb,true,768,true,"he","he","'","'"
169,PASS,402,402,true,d9f8316b-2519-42f6-a898-7f11fdbbb6d6,true,768,true,"canto","canto","and","and"
170,PASS,276,276,true,2bfa7dda-ec96-4536-b250-a9ec1ad44983,true,768,true,"chitrabhanu","chitrabhanu","'","'"
171,PASS,402,402,true,5901115b-0c06-4865-a95f-18c5117ab5ed,true,768,true,"canto","canto",""","""
172,PASS,404,404,true,14990ab7-b559-4645-bf5d-667b7a020f1a,true,768,true,"the","the","'","'"
173,PASS,364,364,true,a9a4f531-4175-4703-b9c7-f49cfb4266fc,true,768,true,"canto","canto",",",","
174,PASS,183,183,true,f7948e8d-bf8a-4b8b-8f90-9275600985d9,true,768,true,"varahaka","varahaka","'","'"
175,PASS,359,359,true,f6f92b4b-0e11-49b9-b112-7a0eb0b2d46e,true,768,true,"canto","canto","his","his"
176,PASS,334,334,true,dda61de7-cc06-4f5e-bcd0-bee602773763,true,768,true,"uncle","uncle","'","'"
177,PASS,269,269,true,1091e42b-467b-4895-8596-001b2f8f5d8e,true,768,true,"canto","canto","'","'"
178,PASS,365,365,true,f9df5481-c3b3-466e-af93-e19115d3471a,true,768,true,"canto","canto","of","of"
179,PASS,272,272,true,2edc444a-a07b-4255-8aca-0aee350c16ed,true,768,true,"sacred","sacred","'","'"
180,PASS,376,376,true,477056f2-6179-41d7-a3b2-90439fc7e08c,true,768,true,"canto","canto",".","."
181,PASS,481,481,true,15d37aa2-c1f8-45e7-9d79-fd054dfb12d8,true,768,true,"while","while","those","those"
182,PASS,453,453,true,a693e40d-4ffd-4506-b3d2-0fac0aab5612,true,768,true,"bulls","bulls","sachi","sachi"
183,PASS,369,369,true,1ecffe35-5d08-43a5-aca5-a922e0a3cfdc,true,768,true,"married","married",".","."
184,PASS,333,333,true,05f86b13-9f53-48bf-8265-3bc9a4b3ea13,true,768,true,"canto","canto","the","the"
185,PASS,487,487,true,413002ac-bcec-4255-afed-2c8229e5e4d3,true,768,true,"illumined","illumined",".","."
186,PASS,470,470,true,b365e379-9e5a-4f3a-bfff-26d08fd22564,true,768,true,"the","the","exquisite","exquisite"
187,PASS,161,161,true,74d06cdd-f94f-43ca-bb28-fb16120c4a70,true,768,true,"and","and","'","'"
188,PASS,404,404,true,eb8af656-b741-4864-bfe1-d40fc1b47dea,true,768,true,"canto","canto",".","."
189,PASS,483,483,true,456b10a3-5c26-4977-964a-5708647f69ae,true,768,true,"i","i",".","."
190,PASS,509,509,true,5750ef60-177a-46c5-8873-311ab49a179d,true,768,true,"the","the",".","."
191,PASS,512,512,true,9cf3d055-9191-4e6e-a329-13bca4ad55fc,true,768,true,"the","the","'","'"
192,PASS,491,491,true,481b7afb-614b-4044-9589-be61ead6bb15,true,768,true,"parasara","parasara",".","."
193,PASS,519,519,true,c34a1c2c-3fa4-4de3-be28-02c4dab4fc24,true,768,true,"he","he",".","."
194,PASS,478,478,true,8f4295ce-b8c3-4b97-a28a-f0084cdac0c6,true,768,true,"dhrishtadyumna","dhrishtadyumna",".","."
195,PASS,49,49,true,a3adcc04-d5eb-4d53-a496-86fc3094760a,true,768,true,"why","why","'","'"
196,PASS,370,370,true,d5930e66-80ce-4899-8c7f-47aafb752e64,true,768,true,"canto","canto",".","."
197,PASS,489,489,true,42fa4dfd-c83e-4f21-9b6e-36e9a6f560a4,true,768,true,"o","o","the","the"
198,PASS,474,474,true,a56f1afc-32cd-4d43-8cec-df767d807ad5,true,768,true,"rakshasas","rakshasas","'","'"
199,PASS,219,219,true,406a8f0a-f5fb-4f0b-a343-07a47c74433f,true,768,true,"when","when",""","""
200,PASS,392,392,true,de31bbb3-9e0b-4ac9-82cb-c15c49ed4f14,true,768,true,"canto","canto",".","."
201,PASS,495,495,true,2cc5eceb-79c0-4129-bd7e-3fc7c1d4e937,true,768,true,"o","o",".","."
202,PASS,281,281,true,c761a409-c176-4f01-b37d-0c63b8324a34,true,768,true,"bhimasena","bhimasena",""","""
203,PASS,390,390,true,1eca5837-2012-4e1a-af32-b5fbf5785065,true,768,true,"canto","canto",".","."
204,PASS,508,508,true,c9c56fdf-1e53-402b-bb09-a0aa477a5fb2,true,768,true,"soma","soma",".","."
205,PASS,464,464,true,eca8ce20-4f82-404a-afec-27c1b92b29e2,true,768,true,"tvashtri","tvashtri",".","."
206,PASS,473,473,true,0de35da3-2e6c-4798-a415-2c8efdcc1507,true,768,true,"brahma","brahma",".","."
207,PASS,115,115,true,03672d47-9228-4c6f-be76-5353d89c8691,true,768,true,"surasa","surasa",""","""
208,PASS,344,344,true,52f2212e-9c02-4c3f-ad2a-d2501ce4dddf,true,768,true,"canto","canto","master","master"
209,PASS,436,436,true,3e468cf5-09b7-4992-a875-d57aa7eb094f,true,768,true,"of","of",".","."
210,PASS,467,467,true,11f8bc5a-4a7d-49fa-b7cc-a4dc8939b7a2,true,768,true,"the","the","!","!"
211,PASS,481,481,true,6365153d-e20b-4127-958f-52bd5514761b,true,768,true,"satyaki","satyaki",",",","
212,PASS,474,474,true,ca3170b5-9d78-4f77-b7f1-35a69fcf6a0d,true,768,true,"bhimabala","bhimabala",".","."
213,PASS,523,523,true,c0960ffe-1b62-4cba-8abb-2a6336c9b2d1,true,768,true,"on","on","golden","golden"
214,PASS,504,504,true,95a0bef2-417f-4153-82b8-e5d1b4a6cc93,true,768,true,"armour","armour","in","in"
215,PASS,346,346,true,f6382cd6-4c03-4d35-b3a7-984d7d59abcb,true,768,true,"this","this",".","."
216,PASS,375,375,true,6a9a8e2b-8aeb-44a9-8910-3fd3619f5744,true,768,true,"canto","canto",".","."
217,PASS,111,111,true,58b7233f-f88e-4dc5-82e6-a8c62dfaa9f9,true,768,true,"he","he",""","""
218,PASS,357,357,true,fd024c9b-0f3c-47e5-9f45-104c29687065,true,768,true,"canto","canto","chariot","chariot"
219,PASS,355,355,true,7e8b6d07-ac8b-4765-9860-f7a9a11eb418,true,768,true,"wheels","wheels",""","""
220,PASS,381,381,true,f2686b59-6af9-4845-beb0-e512d7ac3559,true,768,true,"canto","canto",".","."
221,PASS,485,485,true,f31b54b8-506d-4714-83be-6a1476d4907a,true,768,true,"their","their",",",","
222,PASS,487,487,true,6aaa49f9-6442-43df-9711-c838a6c91494,true,768,true,"whose","whose",".","."
223,PASS,126,126,true,5db49f3f-95a9-4d45-bc63-6a06f0180f24,true,768,true,"dushyanta","dushyanta",""","""
224,PASS,378,378,true,9d7aa6e6-83c6-4490-ba49-e438f02eb1cb,true,768,true,"canto","canto","'","'"
225,PASS,493,493,true,8da8d465-00db-4613-8bbb-0aeac2d56de7,true,768,true,"dushyanta","dushyanta","he","he"
226,PASS,300,300,true,9b0200dc-78cd-4fa9-8eaa-cd4424957708,true,768,true,"can","can",""","""
227,PASS,381,381,true,5bb0204e-6926-4165-a962-0a29cb13ec2f,true,768,true,"canto","canto",".","."
228,PASS,162,162,true,70f1b99e-037c-4db4-80c8-3cf4ec09f912,true,768,true,"later","later",""","""
229,PASS,378,378,true,7f88be0c-76cf-4dc4-9499-5df4644a942d,true,768,true,"canto","canto","perfectly","perfectly"
230,PASS,500,500,true,7d3d4987-f337-48da-9de6-7de8df992e2d,true,768,true,"lawful","lawful","'","'"
231,PASS,57,57,true,b998150e-aee9-4a61-8f91-e2a57c996555,true,768,true,"kanva","kanva",""","""
232,PASS,378,378,true,5c4d8264-e09a-43ff-9911-476933139dc4,true,768,true,"canto","canto",".","."
233,PASS,545,545,true,8984349b-6391-45ff-a604-fddd558813f0,true,768,true,"arriving","arriving",".","."
234,PASS,548,548,true,74584787-79f0-44ae-b3b0-a5beb24c62c8,true,768,true,"i","i",".","."
235,PASS,555,555,true,8d692f8f-5b65-4f2d-8c6d-8dc4c846062f,true,768,true,"men","men","are","are"
236,PASS,531,531,true,4e54ee4a-5d01-4311-994f-3d68d7f78fda,true,768,true,"urvasi","urvasi","at","at"
237,PASS,519,519,true,52806786-bf8b-41b8-b51f-4ee0bb3465ea,true,768,true,"will","will","among","among"
238,PASS,517,517,true,863f734b-b063-43d2-9358-a0ed40b5d75e,true,768,true,"kshatriyas","kshatriyas","accepted","accepted"
239,PASS,502,502,true,3f383b54-5c91-493d-b428-b2b83b885ace,true,768,true,"him","him",""","""
240,PASS,373,373,true,95124b0a-f09e-479e-b81f-dab8b8f910ce,true,768,true,"canto","canto","manu","manu"
241,PASS,481,481,true,e597fb33-5244-4eda-a4f2-b3baa72f44cf,true,768,true,"possesses","possesses","rules","rules"
242,PASS,537,537,true,d254cf19-3372-43fc-8989-ae60c154156b,true,768,true,"all","all","'","'"
243,PASS,136,136,true,32eeccfb-574f-4d8f-bc84-b6a0e3bf06ea,true,768,true,"after","after",""","""
